time_sec,true_mass_kg,pred_mass_kg,true_cog_x_m,pred_cog_x_m,true_cog_y_m,pred_cog_y_m,true_offset_x_m,true_offset_y_m,pred_offset_x_m,pred_offset_y_m,target_x_m,target_y_m,target_z_m,actual_x_m,actual_y_m,actual_z_m,physics_loss,data_loss,total_loss
0.0,7.435314604731716,6.8,0.00893813649174286,0.0,-0.0036507555870537996,0.0,0.10460621604032752,-0.042726101576383166,0.0,0.0,0.0,0.0,1.05,-1.5665248978865813e-06,6.35780068510874e-07,0.1991690580397351,0.0,0.0,0.0
0.041666666666666664,7.435314604731716,6.8,0.00893813649174286,0.0,-0.0036507555870537996,0.0,0.10460621604032752,-0.042726101576383166,0.0,0.0,0.0,0.0,1.0500035583869087,-4.513944573088148e-07,2.5239445775405564e-07,0.197705235635938,0.0,0.0,0.0
0.08333333333333333,7.435314604731716,6.8,0.00893813649174286,0.0,-0.0036507555870537996,0.0,0.10460621604032752,-0.042726101576383166,0.0,0.0,0.0,0.0,1.0500282889539931,3.9076074539746916e-05,-1.5986287995041595e-05,0.20083522978978047,0.0,0.0,0.0
0.12499999999999999,7.435314604731716,6.8,0.00893813649174286,0.0,-0.0036507555870537996,0.0,0.10460621604032752,-0.042726101576383166,0.0,0.0,0.0,0.0,1.05009487600708,0.00013898910533786694,-5.799372386521235e-05,0.20580720022493257,0.0,0.0,0.0
0.16666666666666677,7.435314604731716,6.8,0.00893813649174286,0.0,-0.0036507555870537996,0.0,0.10460621604032752,-0.042726101576383166,0.0,0.0,0.0,0.0,1.0502234756944444,0.0003342666951606537,-0.00014143952713905315,0.2121979671344252,0.0,0.0,0.0
0.20833333333333356,7.435314604731716,6.8,0.00893813649174286,0.0,-0.0036507555870537996,0.0,0.10460621604032752,-0.042726101576383166,0.0,0.0,0.0,0.0,1.0504337204827203,0.0006702475350414185,-0.0002865818750382521,0.21984993025658472,0.0,0.0,0.0
0.25000000000000033,7.435314604731716,6.801236028671265,0.00893813649174286,2.3041907739177263e-05,-0.0036507555870537996,-2.1531552360165827e-05,0.10460621604032752,-0.042726101576383166,0.1267878785729408,-0.1184771624393761,0.0,0.0,1.0507447236328125,0.001200154317811564,-0.0005171807731146578,0.2286475726951652,656.0438232421875,1.3715283870697021,793.1966552734375
0.29166666666666685,7.435314604731716,6.80310796070099,0.00893813649174286,8.20626138729454e-05,-0.0036507555870537996,-6.670929922539568e-05,0.10460621604032752,-0.042726101576383166,0.1796293053310364,-0.1460219765547663,0.0,0.0,1.0511750836758085,0.001982963242616487,-0.000859562090824075,0.23849181683293286,208.7111053466797,0.6762290596961975,276.333984375
0.33333333333333337,7.435314604731716,6.808285688142778,0.00893813649174286,0.00016187349944049565,-0.0036507555870537996,-0.00016057473748764438,0.10460621604032752,-0.042726101576383166,0.1330101990974508,-0.1319430164732039,0.0,0.0,1.051742888888889,0.0030815265191165113,-0.001341774666182606,0.24929585878612937,30.02646255493164,0.19358332455158234,49.384796142578125
0.3749999999999999,7.435314604731716,6.811429048878671,0.00893813649174286,0.00042707025778602255,-0.0036507555870537996,-0.00023645386390044453,0.10460621604032752,-0.042726101576383166,0.2545232582935597,-0.14092062553837895,0.0,0.0,1.0524657217712403,0.004560912599290532,-0.0019928328623029174,0.2609834905898,28.7584228515625,0.054745715111494064,34.23299789428711
0.4166666666666664,7.435314604731716,6.814612554284383,0.00893813649174286,0.000792817091838225,-0.0036507555870537996,-0.0004189886998158967,0.10460621604032752,-0.042726101576383166,0.3697328476696228,-0.19539675256639719,0.0,0.0,1.0533606635199653,0.006487006007618601,-0.0028420515734878253,0.2734877071664313,31.979984283447266,0.11476890742778778,43.45687484741211
0.4583333333333329,7.435314604731716,6.81779423365514,0.00893813649174286,0.0011293178555969563,-0.0036507555870537996,-0.0005976695635144746,0.10460621604032752,-0.042726101576383166,0.4326939228219403,-0.22899486332096902,0.0,0.0,1.054444298505995,0.00892502825876688,-0.00391842365510854,0.2867496673705307,4.941816329956055,0.07742325961589813,12.684142112731934
0.49999999999999944,7.435314604731716,6.824087304251509,0.00893813649174286,0.001851985219680112,-0.0036507555870537996,-0.0005750868682799196,0.10460621604032752,-0.042726101576383166,0.5246792539886947,-0.16292578678350414,0.0,0.0,1.05573271875,0.011937999954980775,-0.005249924551311576,0.30071794121057155,20.32103729248047,0.05882474407553673,26.20351219177246
0.541666666666666,7.435314604731716,6.826955034473941,0.00893813649174286,0.0024522552476347282,-0.0036507555870537996,-0.0009445717180868854,0.10460621604032752,-0.042726101576383166,0.6210875495202912,-0.2392335521755361,0.0,0.0,1.0572415283983019,0.015585469642704576,-0.006862978345951334,0.31534766375448026,32.719383239746094,0.011250367388129234,33.84442138671875
0.5833333333333325,7.435314604731716,6.829626399999325,0.00893813649174286,0.0031638648600585597,-0.0036507555870537996,-0.0015564392744685214,0.10460621604032752,-0.042726101576383166,0.729350004549253,-0.35879819212418607,0.0,0.0,1.0589858481987848,0.019922411372846206,-0.008782289939839377,0.3305996049336176,7.294074058532715,0.05544057860970497,12.83813190460205
0.624999999999999,7.435314604731716,6.832081507496952,0.00893813649174286,0.003849919682686309,-0.0036507555870537996,-0.002019170292045424,0.10460621604032752,-0.042726101576383166,0.8198793361542877,-0.43000273643878756,0.0,0.0,1.0609803199768066,0.02499800745767101,-0.01103026859310309,0.34643964621386314,37.620033264160156,0.08545815944671631,46.16585159301758
0.6666666666666655,7.435314604731716,6.836696282417442,0.00893813649174286,0.004930122522230144,-0.0036507555870537996,-0.0019331943424558665,0.10460621604032752,-0.042726101576383166,0.9185058567015061,-0.3601635289349186,0.0,0.0,1.063239111111111,0.030854377264546304,-0.013625984320306844,0.3628385647828946,20.68061065673828,0.005054068751633167,21.186017990112305
0.708333333333332,7.435314604731716,6.838924529007851,0.00893813649174286,0.005565560512504762,-0.0036507555870537996,-0.0017627412509465805,0.10460621604032752,-0.042726101576383166,0.9778525078355793,-0.30970842002894583,0.0,0.0,1.0657759190097384,0.03752560021102849,-0.016584557328414094,0.3797716101818847,4.343029022216797,0.027094323188066483,7.05246114730835
0.7499999999999986,7.435314604731716,6.84098779128651,0.00893813649174286,0.0062784380759146954,-0.0036507555870537996,-0.001835142432416605,0.10460621604032752,-0.042726101576383166,1.047890527338964,-0.30629088763720624,0.0,0.0,1.0686039755859373,0.04503711446600654,-0.01991736767489862,0.3972178084611877,16.71462059020996,0.02645193785429001,19.359813690185547
